ZachsReport,,,,,
,,,,,
Date/Time Generated,11/15/2017 13:32,,,,
Report Time Zone,America/New_York,,,,
Account ID,9497,,,,
Date Range,9/3/17 - 10/31/17,,,,
Campaign,Equals:TJN_STP_029_STP 2H DIG_FY18 (20280430),,,,
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)",,,,
,,,,,
Report Fields,,,,,
Site (DCM),Package/Roadblock,Placement,Date,Impressions,Clicks
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/21/2017,166587,30
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/22/2017,165558,37
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/23/2017,169597,19
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/24/2017,170404,25
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/25/2017,172568,25
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/26/2017,167678,33
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/27/2017,163602,41
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/28/2017,162543,30
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/29/2017,193133,53
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/30/2017,176348,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/1/2017,274,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/2/2017,7,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/3/2017,5,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/8/2017,1,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/21/2017,1,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRC7D_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Michael_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/26/2017,1,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/3/2017,0,21
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/4/2017,175638,15
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/5/2017,166584,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/6/2017,160208,20
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/7/2017,155982,14
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/8/2017,157031,23
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/9/2017,162710,29
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/10/2017,162970,29
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/11/2017,164489,23
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/12/2017,157440,24
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/13/2017,152000,25
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/14/2017,147704,15
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/15/2017,157770,26
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/16/2017,161861,23
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/17/2017,161889,23
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/18/2017,163848,24
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/19/2017,157728,22
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/20/2017,156834,14
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/21/2017,166943,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/22/2017,166103,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/23/2017,170141,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/24/2017,170428,39
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/25/2017,172631,25
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/26/2017,167758,30
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/27/2017,163332,25
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/28/2017,162540,31
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/29/2017,193571,28
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/30/2017,176122,33
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/1/2017,292,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/6/2017,2,0
Google - YouTube,PJRC25_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPERS_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJSBC1_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_:06 STAND ALONE BUMPER - Ulrich_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,10/7/2017,1,0
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/3/2017,0,19
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/4/2017,116087,8
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/5/2017,111891,20
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/6/2017,108083,7
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/7/2017,106625,14
Google - YouTube,PJRD0R_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_PKG_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER_Run of Network_Contextual_P25-54_Click and View_NV_NA,PJRD0S_TJN_STP_029_FEP_YOUTUBE.COM_AWR_BS1_DSK_DIR_VID_TRG_ROS_BTG_CTG_DCM_06 ECHO BUMPER - Value Group_Run of Site_Behavioral_P25-54_1920 x 1080_Click and View_NV_NA,9/8/2017,108150,19
